trade_date,ts_code,name,limit_type,close,up_limit,down_limit,open_times,fd_amount,first_time,last_time,seal_amount
20260210,000056.SZ,皇庭国际,,2.41,,,9,8976045.0,93824,132703,8976045.0
20260210,000070.SZ,特发信息,,16.12,,,0,251536093.0,93039,93039,251536093.0
20260210,000156.SZ,华数传媒,,9.83,,,1,98861165.0,93303,95936,98861165.0
20260210,000559.SZ,万向钱潮,,19.53,,,0,206120635.0,134406,134406,206120635.0
20260210,000681.SZ,视觉中国,,30.49,,,0,211483457.0,112203,112203,211483457.0
20260210,000815.SZ,美利云,,15.53,,,4,89764953.0,94851,131221,89764953.0
20260210,000818.SZ,航锦科技,,23.62,,,0,224990963.0,104524,104524,224990963.0
20260210,000839.SZ,国安股份,,3.27,,,1,22597008.0,95051,95430,22597008.0
20260210,000859.SZ,国风新材,,11.66,,,1,138379714.0,94724,94806,138379714.0
20260210,000892.SZ,欢瑞世纪,,8.97,,,0,304115292.0,92500,92500,304115292.0
20260210,001217.SZ,华尔泰,,15.14,,,9,,101924,,
20260210,001330.SZ,博纳影业,,12.47,,,0,448674490.0,93236,93236,448674490.0
20260210,002082.SZ,万邦德,,18.59,,,0,98006256.0,101000,101000,98006256.0
20260210,002099.SZ,海翔药业,,8.38,,,2,,101148,,
20260210,002159.SZ,三特索道,,18.37,,,4,3337829.0,104321,145554,3337829.0
20260210,002181.SZ,粤 传 媒,,13.23,,,0,270713477.0,143933,143933,270713477.0
20260210,002235.SZ,安妮股份,,10.71,,,1,,93133,,
20260210,002292.SZ,奥飞娱乐,,10.88,,,1,109899978.0,111730,130703,109899978.0
20260210,002302.SZ,西部建设,,6.72,,,0,177247022.0,144548,144548,177247022.0
20260210,002323.SZ,雅博股份,,2.16,,,3,47178700.0,94109,100327,47178700.0
20260210,002429.SZ,兆驰股份,,11.37,,,0,202213687.0,92500,92500,202213687.0
20260210,002438.SZ,江苏神通,,19.4,,,7,,92500,,
20260210,002455.SZ,百川股份,,13.48,,,0,257753776.0,92500,92500,257753776.0
20260210,002597.SZ,金禾实业,,26.22,,,1,23617271.0,130003,131230,23617271.0
20260210,002624.SZ,完美世界,,22.47,,,5,,112454,,
20260210,002655.SZ,共达电声,,14.08,,,2,39391616.0,94303,100806,39391616.0
20260210,002723.SZ,小崧股份,,10.56,,,0,63621993.0,92500,92500,63621993.0
20260210,002739.SZ,万达电影,,13.87,,,0,60456250.0,144045,144045,60456250.0
20260210,002806.SZ,华锋股份,,16.1,,,3,5261995.0,93148,144912,5261995.0
20260210,002905.SZ,金逸影视,,15.04,,,1,89015563.0,95415,111209,89015563.0
20260210,002969.SZ,嘉美包装,,30.42,,,5,5244742.0,134948,145448,5244742.0
20260210,300182.SZ,捷成股份,,8.45,,,0,440120675.0,93618,93618,440120675.0
20260210,300251.SZ,光线传媒,,25.56,,,0,421357852.0,110312,110312,421357852.0
20260210,300364.SZ,中文在线,,42.34,,,0,255183603.0,110433,110433,255183603.0
20260210,300528.SZ,幸福蓝海,,29.46,,,2,109131624.0,110936,145609,109131624.0
20260210,300749.SZ,顶固集创,,25.72,,,10,9320928.0,93851,144406,9320928.0
20260210,301025.SZ,读客文化,,13.9,,,0,159258026.0,102609,102609,159258026.0
20260210,301085.SZ,亚康股份,,77.82,,,1,37610406.0,95057,130454,37610406.0
20260210,301231.SZ,荣信文化,,50.69,,,0,166493433.0,92500,92500,166493433.0
20260210,600088.SH,中视传媒,,20.01,,,1,25084315.0,112202,112950,25084315.0
20260210,600207.SH,安彩高科,,5.61,,,0,135476630.0,105141,105141,135476630.0
20260210,600373.SH,中文传媒,,10.29,,,1,,130452,,
20260210,600482.SH,中国动力,,29.85,,,0,131267434.0,134523,134523,131267434.0
20260210,600589.SH,大位科技,,11.45,,,0,487744214.0,92502,92502,487744214.0
20260210,600715.SH,文投控股,,2.61,,,0,61432875.0,93519,93519,61432875.0
20260210,600814.SH,杭州解百,,9.64,,,1,34428662.0,,140344,34428662.0
20260210,600977.SH,中国电影,,20.74,,,0,295087869.0,105813,105813,295087869.0
20260210,601595.SH,上海电影,,35.78,,,3,225177351.0,93007,94810,225177351.0
20260210,601599.SH,浙文影业,,5.64,,,2,126296395.0,93614,93859,126296395.0
20260210,601869.SH,长飞光纤,,211.48,,,2,154813088.0,95811,133450,154813088.0
20260210,603000.SH,人民网,,26.27,,,0,349783867.0,93013,93013,349783867.0
20260210,603058.SH,永吉股份,,13.53,,,0,60161145.0,100648,100648,60161145.0
20260210,603103.SH,横店影视,,40.41,,,1,94671739.0,93606,93657,94671739.0
20260210,603115.SH,海星股份,,25.43,,,0,158721345.0,95246,95246,158721345.0
20260210,603256.SH,宏和科技,,60.55,,,2,,102106,,
20260210,603301.SH,振德医疗,,88.76,,,1,48470060.0,95801,95825,48470060.0
20260210,603320.SH,迪贝电气,,25.26,,,0,108328747.0,100117,100117,108328747.0
20260210,603328.SH,依顿电子,,12.35,,,1,,94859,,
20260210,603466.SH,风语筑,,10.96,,,0,139504458.0,93204,93204,139504458.0
20260210,603533.SH,掌阅科技,,28.26,,,0,835283165.0,92501,92501,835283165.0
20260210,603598.SH,引力传媒,,31.3,,,0,53641001.0,112126,112126,53641001.0
20260210,603729.SH,龙韵股份,,21.6,,,0,143082741.0,92501,92501,143082741.0
20260210,603888.SH,新华网,,27.23,,,1,59944394.0,95359,112314,59944394.0
20260210,603960.SH,克来机电,,24.55,,,1,43516691.0,102217,103859,43516691.0
20260210,603968.SH,醋化股份,,14.25,,,0,32937450.0,112022,112022,32937450.0
20260210,603980.SH,吉华集团,,7.93,,,0,228866072.0,92502,92502,228866072.0
20260210,603999.SH,读者传媒,,8.87,,,0,47205785.0,102051,102051,47205785.0
20260210,605060.SH,联德股份,,58.03,,,2,9116513.0,95331,145319,9116513.0
20260210,605287.SH,德才股份,,55.67,,,0,303458283.0,92501,92501,303458283.0
20260210,605599.SH,菜百股份,,24.5,,,9,24192427.0,,135049,24192427.0
