ts_code,trade_date,pct_chg
000017.SZ,20260821,10.0619
000603.SZ,20260821,10.006
000628.SZ,20260821,9.9927
000688.SZ,20260821,8.1925
000710.SZ,20260821,10.032
000931.SZ,20260821,9.9352
001367.SZ,20260821,9.1637
002017.SZ,20260821,9.9924
002038.SZ,20260821,9.9379
002045.SZ,20260821,10.0242
002192.SZ,20260821,9.997
002209.SZ,20260821,10.0334
002306.SZ,20260821,8.7179
002396.SZ,20260821,10.0166
002412.SZ,20260821,10.0432
002449.SZ,20260821,9.9533
002491.SZ,20260821,10.0156
002528.SZ,20260821,9.9609
002536.SZ,20260821,10.0
002631.SZ,20260821,10.0346
002638.SZ,20260821,10.1333
002655.SZ,20260821,9.9884
002667.SZ,20260821,10.0229
002686.SZ,20260821,9.9836
002716.SZ,20260821,10.0317
002851.SZ,20260821,8.2685
002886.SZ,20260821,9.9948
002903.SZ,20260821,10.0098
002971.SZ,20260821,10.0071
002988.SZ,20260821,9.9909
003018.SZ,20260821,9.9974
003031.SZ,20260821,9.9977
003040.SZ,20260821,9.9742
300004.SZ,20260821,12.5285
300016.SZ,20260821,20.0
300093.SZ,20260821,8.8581
300128.SZ,20260821,12.5
300139.SZ,20260821,8.5541
300214.SZ,20260821,20.0
300221.SZ,20260821,9.8398
300345.SZ,20260821,10.6257
300382.SZ,20260821,10.8449
300399.SZ,20260821,10.5139
300588.SZ,20260821,11.4697
300607.SZ,20260821,8.81
300716.SZ,20260821,17.6143
300839.SZ,20260821,20.0192
300864.SZ,20260821,14.9809
301062.SZ,20260821,9.1181
301070.SZ,20260821,8.2263
301202.SZ,20260821,8.4242
301529.SZ,20260821,8.23
301591.SZ,20260821,20.0127
600110.SH,20260821,10.041
600353.SH,20260821,10.0
600397.SH,20260821,10.0061
600460.SH,20260821,9.9908
600500.SH,20260821,8.2515
600577.SH,20260821,10.0381
600785.SH,20260821,10.0565
601177.SH,20260821,10.0158
601212.SH,20260821,9.9278
603045.SH,20260821,9.9923
603052.SH,20260821,10.0054
603065.SH,20260821,10.0317
603079.SH,20260821,10.0392
603088.SH,20260821,8.2207
603095.SH,20260821,10.0216
603318.SH,20260821,10.0346
603330.SH,20260821,10.0442
603333.SH,20260821,10.0559
603378.SH,20260821,8.881
603429.SH,20260821,9.0361
603580.SH,20260821,8.0091
603626.SH,20260821,10.0295
603758.SH,20260821,10.0094
603803.SH,20260821,10.0097
603838.SH,20260821,10.0469
603958.SH,20260821,10.0107
688114.SH,20260821,8.2188
688137.SH,20260821,20.003
688185.SH,20260821,20.0062
688206.SH,20260821,10.7984
688275.SH,20260821,8.6368
688328.SH,20260821,19.9947
688356.SH,20260821,20.0
688589.SH,20260821,8.6245
688598.SH,20260821,14.5444
688676.SH,20260821,12.9104
688828.SH,20260821,10.3869
920078.BJ,20260821,10.6052
920093.BJ,20260821,61.6028
920344.BJ,20260821,8.2391
