trade_date,ts_code,name,limit_times,advance_stage,晋阶,stage_quality_weight,stage_risk_weight,stage_prior,stage_source,up_stat
20260821,000017.SZ,深中华A,,,,,,,limit_step,
20260821,000710.SZ,贝瑞基因,,,,,,,limit_step,
20260821,000931.SZ,中关村,,,,,,,limit_step,
20260821,002038.SZ,双鹭药业,,,,,,,limit_step,
20260821,002412.SZ,汉森制药,,,,,,,limit_step,
20260821,002491.SZ,通鼎互联,,,,,,,limit_step,
20260821,002667.SZ,*ST威领,,,,,,,limit_step,
20260821,002903.SZ,宇环数控,,,,,,,limit_step,
20260821,603626.SH,科森科技,,,,,,,limit_step,
20260821,603958.SH,哈森股份,,,,,,,limit_step,
20260821,688137.SH,近岸蛋白,,,,,,,limit_step,
20260821,688356.SH,键凯科技,,,,,,,limit_step,
