ts_code,trade_date,pct_chg
000007.SZ,20260820,10.0091
000017.SZ,20260820,10.0511
000517.SZ,20260820,8.8106
000520.SZ,20260820,9.9751
000523.SZ,20260820,9.9688
000590.SZ,20260820,9.9886
000710.SZ,20260820,9.9765
000926.SZ,20260820,8.5714
000931.SZ,20260820,9.9762
001210.SZ,20260820,10.0185
001225.SZ,20260820,8.5548
001277.SZ,20260820,10.0091
001333.SZ,20260820,10.0149
001360.SZ,20260820,10.0243
002030.SZ,20260820,9.9448
002038.SZ,20260820,10.0855
002172.SZ,20260820,9.901
002313.SZ,20260820,10.0251
002365.SZ,20260820,9.9791
002399.SZ,20260820,10.0488
002412.SZ,20260820,9.9762
002437.SZ,20260820,10.0
002491.SZ,20260820,9.9886
002552.SZ,20260820,10.0096
002579.SZ,20260820,10.0
002581.SZ,20260820,10.0
002667.SZ,20260820,10.0189
002726.SZ,20260820,10.0746
002743.SZ,20260820,9.9502
002811.SZ,20260820,9.9917
002880.SZ,20260820,10.0
002903.SZ,20260820,10.0072
002940.SZ,20260820,9.9884
003010.SZ,20260820,9.9962
300006.SZ,20260820,20.0
300009.SZ,20260820,19.9764
300109.SZ,20260820,19.97
300112.SZ,20260820,16.7256
300122.SZ,20260820,19.9669
300142.SZ,20260820,20.0
300149.SZ,20260820,10.4086
300171.SZ,20260820,11.9459
300319.SZ,20260820,8.5294
300358.SZ,20260820,8.1871
300363.SZ,20260820,20.0
300486.SZ,20260820,10.2525
300487.SZ,20260820,8.1633
300545.SZ,20260820,12.3082
300558.SZ,20260820,8.8528
300570.SZ,20260820,18.378
300601.SZ,20260820,19.9834
300661.SZ,20260820,9.4751
300676.SZ,20260820,16.4362
300697.SZ,20260820,8.1312
300710.SZ,20260820,20.0074
300725.SZ,20260820,9.8364
300765.SZ,20260820,20.0
300813.SZ,20260820,10.6524
300841.SZ,20260820,19.996
300843.SZ,20260820,10.078
300867.SZ,20260820,9.2025
300901.SZ,20260820,8.66
300936.SZ,20260820,10.0237
300976.SZ,20260820,12.7396
300991.SZ,20260820,8.0853
301047.SZ,20260820,17.5456
301080.SZ,20260820,12.723
301081.SZ,20260820,12.7197
301093.SZ,20260820,16.1742
301122.SZ,20260820,17.4699
301166.SZ,20260820,20.0141
301183.SZ,20260820,9.738
301190.SZ,20260820,8.3117
301196.SZ,20260820,12.1957
301201.SZ,20260820,9.1805
301205.SZ,20260820,13.447
301207.SZ,20260820,15.7804
301212.SZ,20260820,8.2432
301230.SZ,20260820,9.7368
301266.SZ,20260820,8.2211
301335.SZ,20260820,11.4338
301360.SZ,20260820,10.2351
301419.SZ,20260820,11.0497
301529.SZ,20260820,12.6577
301550.SZ,20260820,11.4013
301655.SZ,20260820,282.2353
600127.SH,20260820,9.9744
600211.SH,20260820,10.0131
600250.SH,20260820,10.0
600327.SH,20260820,10.1299
600381.SH,20260820,9.3541
600491.SH,20260820,9.6154
600539.SH,20260820,10.0287
600547.SH,20260820,8.589
600613.SH,20260820,10.0257
600649.SH,20260820,10.0529
600683.SH,20260820,10.0207
601118.SH,20260820,9.9291
601700.SH,20260820,9.9707
601877.SH,20260820,10.0042
603016.SH,20260820,10.0036
603036.SH,20260820,10.0142
603123.SH,20260820,8.3333
603177.SH,20260820,10.0
603285.SH,20260820,10.0
603376.SH,20260820,9.9923
603392.SH,20260820,9.9964
603519.SH,20260820,9.98
603578.SH,20260820,10.0
603580.SH,20260820,10.0015
603590.SH,20260820,9.9968
603626.SH,20260820,9.9935
603637.SH,20260820,10.0156
603666.SH,20260820,10.0
603716.SH,20260820,9.9809
603801.SH,20260820,10.0457
603828.SH,20260820,9.9338
603838.SH,20260820,8.6735
603882.SH,20260820,10.0143
603958.SH,20260820,10.0118
603988.SH,20260820,10.0156
605080.SH,20260820,9.9951
605116.SH,20260820,10.0
688052.SH,20260820,10.3464
688057.SH,20260820,9.7994
688062.SH,20260820,8.6679
688096.SH,20260820,9.2771
688098.SH,20260820,8.0545
688105.SH,20260820,19.9812
688114.SH,20260820,20.0035
688136.SH,20260820,9.4876
688137.SH,20260820,20.0036
688143.SH,20260820,18.4065
688180.SH,20260820,8.445
688185.SH,20260820,20.0037
688195.SH,20260820,8.8955
688197.SH,20260820,8.4331
688202.SH,20260820,10.1542
688205.SH,20260820,8.9373
688210.SH,20260820,10.0596
688222.SH,20260820,10.0996
688238.SH,20260820,19.1111
688265.SH,20260820,8.2549
688266.SH,20260820,12.8937
688276.SH,20260820,20.0128
688286.SH,20260820,10.4458
688289.SH,20260820,11.5016
688313.SH,20260820,8.3152
688315.SH,20260820,14.9966
688333.SH,20260820,8.9461
688356.SH,20260820,20.0027
688373.SH,20260820,9.0559
688426.SH,20260820,19.9895
688433.SH,20260820,20.0023
688520.SH,20260820,9.5238
688536.SH,20260820,15.3051
688617.SH,20260820,16.5128
688619.SH,20260820,11.0231
688628.SH,20260820,12.1798
688653.SH,20260820,11.1698
688658.SH,20260820,19.9845
688670.SH,20260820,13.7728
688710.SH,20260820,9.9154
688758.SH,20260820,8.841
688788.SH,20260820,8.9413
688806.SH,20260820,8.9669
920009.BJ,20260820,12.8052
920026.BJ,20260820,8.6656
920045.BJ,20260820,11.061
920206.BJ,20260820,10.0556
920344.BJ,20260820,29.9738
920946.BJ,20260820,11.7764
