ts_code,trade_date,pct_chg
000007.SZ,20260818,9.9718
000019.SZ,20260818,9.9526
000020.SZ,20260818,10.0441
000153.SZ,20260818,10.0494
000505.SZ,20260818,10.0486
000526.SZ,20260818,9.9969
000597.SZ,20260818,9.98
000620.SZ,20260818,10.0
000678.SZ,20260818,10.0524
000713.SZ,20260818,9.9831
000716.SZ,20260818,10.0379
000735.SZ,20260818,9.9644
000852.SZ,20260818,10.076
000998.SZ,20260818,10.0239
001210.SZ,20260818,8.0233
001229.SZ,20260818,9.9934
001366.SZ,20260818,10.0326
002025.SZ,20260818,10.0061
002041.SZ,20260818,9.9888
002124.SZ,20260818,10.1322
002284.SZ,20260818,10.0108
002365.SZ,20260818,9.9717
002385.SZ,20260818,10.0977
002515.SZ,20260818,9.9747
002553.SZ,20260818,9.9874
002638.SZ,20260818,10.0
002655.SZ,20260818,8.3808
002726.SZ,20260818,8.0508
002743.SZ,20260818,10.0985
002747.SZ,20260818,10.0
002819.SZ,20260818,9.9952
002820.SZ,20260818,10.0448
002953.SZ,20260818,10.0103
003043.SZ,20260818,10.0
300087.SZ,20260818,10.8456
300189.SZ,20260818,20.0385
300243.SZ,20260818,15.3571
300313.SZ,20260818,20.0373
300386.SZ,20260818,10.1695
300511.SZ,20260818,16.3934
300598.SZ,20260818,20.0139
300679.SZ,20260818,8.1688
300684.SZ,20260818,20.0049
300718.SZ,20260818,8.009
300724.SZ,20260818,8.5581
300736.SZ,20260818,8.2572
300751.SZ,20260818,13.5999
300752.SZ,20260818,8.0365
300797.SZ,20260818,9.2554
300841.SZ,20260818,11.3118
300877.SZ,20260818,12.7527
300970.SZ,20260818,20.0
301072.SZ,20260818,8.9605
301106.SZ,20260818,20.0
301111.SZ,20260818,16.1149
301129.SZ,20260818,20.0
301156.SZ,20260818,9.617
301282.SZ,20260818,11.0606
301449.SZ,20260818,11.6611
301516.SZ,20260818,16.4596
301556.SZ,20260818,10.7578
301667.SZ,20260818,8.4467
600108.SH,20260818,9.8765
600113.SH,20260818,10.0
600127.SH,20260818,10.0619
600165.SH,20260818,10.1124
600227.SH,20260818,9.9707
600272.SH,20260818,9.9842
600313.SH,20260818,10.0649
600353.SH,20260818,9.9912
600354.SH,20260818,10.0787
600359.SH,20260818,10.0
600367.SH,20260818,10.0144
600371.SH,20260818,10.0
600536.SH,20260818,9.9936
600598.SH,20260818,9.9673
600613.SH,20260818,10.0709
600707.SH,20260818,9.9796
600722.SH,20260818,9.9662
600737.SH,20260818,9.9927
601116.SH,20260818,10.0
601702.SH,20260818,10.0132
601952.SH,20260818,9.9648
603065.SH,20260818,10.0243
603071.SH,20260818,10.0
603089.SH,20260818,9.972
603112.SH,20260818,10.0133
603221.SH,20260818,10.011
603280.SH,20260818,10.0151
603395.SH,20260818,10.0167
603400.SH,20260818,10.0091
603406.SH,20260818,10.0112
603580.SH,20260818,10.0
603708.SH,20260818,9.9572
603739.SH,20260818,10.0398
603823.SH,20260818,10.0013
603936.SH,20260818,10.0115
603958.SH,20260818,10.0119
605179.SH,20260818,10.0
605268.SH,20260818,9.9567
605333.SH,20260818,10.0236
605577.SH,20260818,10.0204
688006.SH,20260818,9.8949
688077.SH,20260818,15.8348
688112.SH,20260818,20.0034
688152.SH,20260818,20.0
688195.SH,20260818,10.6613
688233.SH,20260818,8.2782
688296.SH,20260818,13.3491
688392.SH,20260818,8.7148
688432.SH,20260818,13.4342
688485.SH,20260818,12.319
688496.SH,20260818,8.1395
688585.SH,20260818,10.2637
688593.SH,20260818,9.7321
688783.SH,20260818,9.6341
688807.SH,20260818,11.0739
688826.SH,20260818,516.4384
920002.BJ,20260818,10.6125
920058.BJ,20260818,8.4987
920087.BJ,20260818,29.975
920096.BJ,20260818,8.4476
920111.BJ,20260818,8.9161
920159.BJ,20260818,12.6485
920211.BJ,20260818,19.6073
920403.BJ,20260818,24.4737
920429.BJ,20260818,11.6016
920510.BJ,20260818,9.8828
920578.BJ,20260818,8.7719
920856.BJ,20260818,19.8171
920866.BJ,20260818,10.4405
920964.BJ,20260818,11.5974
