trade_date,ts_code,name,limit_type,close,up_limit,down_limit
20260130,603172.SH,万丰股份,,25.73,,
20260130,603212.SH,赛伍技术,,16.18,,
20260130,603331.SH,百达精工,,15.63,,
20260130,603391.SH,力聚热能,,69.71,,
20260130,603598.SH,引力传媒,,29.37,,
20260130,603618.SH,杭电股份,,9.04,,
20260130,603629.SH,利通电子,,37.4,,
20260130,603861.SH,白云电器,,16.62,,
20260130,603863.SH,松炀资源,,21.56,,
20260130,603887.SH,城地香江,,15.62,,
20260130,603900.SH,莱绅通灵,,9.27,,
20260130,603966.SH,法兰泰克,,13.32,,
20260130,603979.SH,金诚信,,79.02,,
20260130,603993.SH,洛阳钼业,,24.33,,
20260130,605003.SH,众望布艺,,36.59,,
20260130,605151.SH,西上海,,22.9,,
20260130,605288.SH,凯迪股份,,129.0,,
20260130,605289.SH,罗曼股份,,80.41,,
20260130,688025.SH,杰普特,,161.7,,
20260130,688280.SH,精进电动-UW,,11.17,,
20260130,688583.SH,思看科技,,128.68,,
