trade_date,ts_code,name,limit_type,close,up_limit,down_limit
20260130,000020.SZ,深华发Ａ,,14.92,,
20260130,000031.SZ,大悦城,,3.91,,
20260130,000060.SZ,中金岭南,,7.7,,
20260130,000426.SZ,兴业银锡,,61.52,,
20260130,000506.SZ,招金黄金,,25.67,,
20260130,000546.SZ,金圆股份,,5.83,,
20260130,000603.SZ,盛达资源,,61.02,,
20260130,000630.SZ,铜陵有色,,8.27,,
20260130,000751.SZ,锌业股份,,6.88,,
20260130,000758.SZ,中色股份,,7.92,,
20260130,000796.SZ,凯撒旅业,,6.41,,
20260130,000798.SZ,中水渔业,,11.55,,
20260130,000826.SZ,启迪环境,,2.02,,
20260130,000878.SZ,云南铜业,,26.52,,
20260130,000911.SZ,广农糖业,,8.14,,
20260130,000975.SZ,山金国际,,34.84,,
20260130,000995.SZ,皇台酒业,,15.93,,
20260130,001337.SZ,四川黄金,,66.18,,
20260130,002009.SZ,天奇股份,,28.38,,
20260130,002023.SZ,海特高新,,12.23,,
20260130,002041.SZ,登海种业,,11.29,,
20260130,002137.SZ,实益达,,10.14,,
20260130,002155.SZ,湖南黄金,,37.0,,
20260130,002160.SZ,常铝股份,,6.53,,
20260130,002165.SZ,红 宝 丽,,12.77,,
20260130,002183.SZ,怡 亚 通,,6.06,,
20260130,002207.SZ,准油股份,,11.12,,
20260130,002218.SZ,拓日新能,,5.9,,
20260130,002227.SZ,奥 特 迅,,10.76,,
20260130,002237.SZ,恒邦股份,,20.66,,
20260130,002295.SZ,精艺股份,,11.6,,
20260130,002440.SZ,闰土股份,,12.59,,
20260130,002455.SZ,百川股份,,9.59,,
20260130,002491.SZ,通鼎互联,,7.85,,
20260130,002562.SZ,兄弟科技,,7.44,,
20260130,002578.SZ,闽发铝业,,4.61,,
20260130,002645.SZ,华宏科技,,15.57,,
20260130,002667.SZ,威领股份,,20.44,,
20260130,002716.SZ,湖南白银,,19.04,,
20260130,002731.SZ,萃华珠宝,,12.84,,
20260130,002806.SZ,华锋股份,,13.79,,
20260130,002809.SZ,红墙股份,,15.33,,
20260130,002828.SZ,贝肯能源,,13.09,,
20260130,002830.SZ,名雕股份,,23.25,,
20260130,002880.SZ,卫光生物,,27.06,,
20260130,002952.SZ,亚世光电,,23.75,,
20260130,002985.SZ,北摩高科,,40.18,,
20260130,002995.SZ,天地在线,,34.51,,
20260130,003042.SZ,中农联合,,20.58,,
20260130,300139.SZ,晓程科技,,67.5,,
20260130,300731.SZ,科创新源,,69.92,,
20260130,300805.SZ,电声股份,,15.67,,
20260130,301486.SZ,致尚科技,,198.37,,
20260130,600084.SH,中信尼雅,,7.28,,
20260130,600172.SH,黄河旋风,,6.55,,
20260130,600187.SH,国中水务,,2.37,,
20260130,600219.SH,南山铝业,,7.34,,
20260130,600301.SH,华锡有色,,56.61,,
20260130,600313.SH,农发种业,,8.83,,
20260130,600330.SH,天通股份,,13.56,,
20260130,600331.SH,宏达股份,,16.26,,
20260130,600345.SH,长江通信,,35.93,,
20260130,600354.SH,敦煌种业,,7.92,,
20260130,600362.SH,江西铜业,,63.42,,
20260130,600371.SH,万向德农,,10.29,,
20260130,600392.SH,盛和资源,,27.03,,
20260130,600395.SH,盘江股份,,5.47,,
20260130,600403.SH,大有能源,,7.37,,
20260130,600459.SH,贵研铂业,,23.55,,
20260130,600487.SH,亨通光电,,35.01,,
20260130,600489.SH,中金黄金,,36.9,,
20260130,600490.SH,鹏欣资源,,10.04,,
20260130,600497.SH,驰宏锌锗,,9.82,,
20260130,600531.SH,豫光金铅,,22.31,,
20260130,600547.SH,山东黄金,,54.55,,
20260130,600667.SH,太极实业,,11.22,,
20260130,600714.SH,金瑞矿业,,15.52,,
20260130,600792.SH,云煤能源,,4.61,,
20260130,600828.SH,茂业商业,,6.58,,
20260130,600868.SH,梅雁吉祥,,4.4,,
20260130,600871.SH,石化油服,,3.41,,
20260130,600916.SH,中国黄金,,14.68,,
20260130,600961.SH,株冶集团,,22.93,,
20260130,600963.SH,岳阳林纸,,5.74,,
20260130,600988.SH,赤峰黄金,,43.2,,
20260130,601015.SH,陕西黑猫,,4.58,,
20260130,601133.SH,柏诚股份,,18.55,,
20260130,601168.SH,西部矿业,,35.6,,
20260130,601208.SH,东材科技,,28.42,,
20260130,601212.SH,白银有色,,13.67,,
20260130,601226.SH,华电科工,,11.21,,
20260130,601231.SH,环旭电子,,33.88,,
20260130,601600.SH,中国铝业,,14.13,,
20260130,601869.SH,长飞光纤,,149.12,,
20260130,601958.SH,金钼股份,,20.52,,
20260130,603010.SH,万盛股份,,12.13,,
20260130,603059.SH,倍加洁,,37.29,,
20260130,603103.SH,横店影视,,25.5,,
20260130,603132.SH,金徽股份,,19.44,,
20260130,603163.SH,圣晖集成,,110.85,,
