trade_date,ts_code,name,limit_type,close,up_limit,down_limit
20260202,000016.SZ,深康佳Ａ,,4.48,,
20260202,000021.SZ,深科技,,29.24,,
20260202,000056.SZ,皇庭国际,,1.81,,
20260202,000060.SZ,中金岭南,,6.93,,
20260202,000426.SZ,兴业银锡,,55.37,,
20260202,000506.SZ,招金黄金,,23.1,,
20260202,000533.SZ,顺钠股份,,9.22,,
20260202,000603.SZ,盛达资源,,54.92,,
20260202,000610.SZ,西安旅游,,11.3,,
20260202,000630.SZ,铜陵有色,,7.44,,
20260202,000639.SZ,西王食品,,2.85,,
20260202,000700.SZ,模塑科技,,14.33,,
20260202,000708.SZ,中信特钢,,14.78,,
20260202,000737.SZ,北方铜业,,17.54,,
20260202,000751.SZ,锌业股份,,6.19,,
20260202,000767.SZ,晋控电力,,3.14,,
20260202,000822.SZ,山东海化,,5.42,,
20260202,000830.SZ,鲁西化工,,17.6,,
20260202,000838.SZ,财信发展,,2.55,,
20260202,000878.SZ,云南铜业,,23.87,,
20260202,000911.SZ,广农糖业,,7.33,,
20260202,000949.SZ,新乡化纤,,6.54,,
20260202,000960.SZ,锡业股份,,35.84,,
20260202,000975.SZ,山金国际,,31.36,,
20260202,000990.SZ,诚志股份,,8.24,,
20260202,000995.SZ,皇台酒业,,17.52,,
20260202,001287.SZ,中电港,,23.74,,
20260202,001326.SZ,联域股份,,55.95,,
20260202,001330.SZ,博纳影业,,10.28,,
20260202,001337.SZ,四川黄金,,59.56,,
20260202,001368.SZ,通达创智,,33.0,,
20260202,002038.SZ,双鹭药业,,6.9,,
20260202,002064.SZ,华峰化学,,11.59,,
20260202,002092.SZ,中泰化学,,6.31,,
20260202,002099.SZ,海翔药业,,6.81,,
20260202,002112.SZ,三变科技,,21.63,,
20260202,002149.SZ,西部材料,,52.5,,
20260202,002155.SZ,湖南黄金,,33.3,,
20260202,002160.SZ,常铝股份,,5.88,,
20260202,002175.SZ,东方智造,,3.81,,
20260202,002183.SZ,怡 亚 通,,5.45,,
20260202,002207.SZ,准油股份,,10.01,,
20260202,002218.SZ,拓日新能,,6.18,,
20260202,002227.SZ,奥 特 迅,,9.68,,
20260202,002237.SZ,恒邦股份,,18.59,,
20260202,002258.SZ,利尔化学,,16.02,,
20260202,002264.SZ,新 华 都,,10.9,,
20260202,002291.SZ,遥望科技,,8.14,,
20260202,002314.SZ,南山控股,,2.73,,
20260202,002339.SZ,积成电子,,11.99,,
20260202,002358.SZ,森源电气,,7.54,,
20260202,002455.SZ,百川股份,,9.37,,
20260202,002471.SZ,中超控股,,8.61,,
20260202,002490.SZ,山东墨龙,,8.1,,
20260202,002491.SZ,通鼎互联,,8.64,,
20260202,002498.SZ,汉缆股份,,5.64,,
20260202,002501.SZ,利源股份,,2.11,,
20260202,002514.SZ,宝馨科技,,5.09,,
20260202,002543.SZ,万和电气,,9.04,,
20260202,002545.SZ,东方铁塔,,25.05,,
20260202,002547.SZ,春兴精工,,4.02,,
20260202,002575.SZ,群兴玩具,,7.92,,
20260202,002606.SZ,大连电瓷,,11.8,,
20260202,002648.SZ,卫星化学,,21.92,,
20260202,002654.SZ,万润科技,,14.37,,
20260202,002667.SZ,威领股份,,18.4,,
20260202,002678.SZ,珠江钢琴,,5.79,,
20260202,002694.SZ,顾地科技,,3.33,,
20260202,002716.SZ,湖南白银,,17.14,,
20260202,002731.SZ,萃华珠宝,,11.56,,
20260202,002780.SZ,三夫户外,,16.41,,
20260202,002830.SZ,名雕股份,,25.58,,
20260202,002895.SZ,川恒股份,,37.8,,
20260202,002952.SZ,亚世光电,,24.77,,
20260202,003042.SZ,中农联合,,18.52,,
20260202,300212.SZ,易华录,,12.4,,
20260202,300215.SZ,电科院,,9.68,,
20260202,300265.SZ,通光线缆,,15.66,,
20260202,300444.SZ,双杰电气,,15.12,,
20260202,301085.SZ,亚康股份,,63.45,,
20260202,301362.SZ,民爆光电,,53.98,,
20260202,600057.SH,厦门象屿,,7.65,,
20260202,600172.SH,黄河旋风,,7.21,,
20260202,600230.SH,沧州大化,,20.43,,
20260202,600232.SH,金鹰股份,,9.32,,
20260202,600301.SH,华锡有色,,50.95,,
20260202,600331.SH,宏达股份,,14.63,,
20260202,600352.SH,浙江龙盛,,13.7,,
20260202,600362.SH,江西铜业,,57.08,,
20260202,600382.SH,广东明珠,,8.57,,
20260202,600389.SH,江山股份,,24.68,,
20260202,600403.SH,大有能源,,6.63,,
20260202,600459.SH,贵研铂业,,21.2,,
20260202,600476.SH,湘邮科技,,15.45,,
20260202,600489.SH,中金黄金,,33.21,,
20260202,600490.SH,鹏欣资源,,9.04,,
20260202,600497.SH,驰宏锌锗,,8.84,,
20260202,600531.SH,豫光金铅,,20.08,,
20260202,600537.SH,亿晶光电,,3.35,,
20260202,600547.SH,山东黄金,,49.1,,
20260202,600550.SH,保变电气,,15.57,,
20260202,600593.SH,大连圣亚,,42.12,,
20260202,600610.SH,中毅达,,11.81,,
20260202,600618.SH,氯碱化工,,15.93,,
20260202,600667.SH,太极实业,,10.1,,
20260202,600711.SH,盛屯矿业,,14.54,,
20260202,600722.SH,金牛化工,,7.86,,
20260202,600745.SH,闻泰科技,,35.46,,
20260202,600759.SH,洲际油气,,4.91,,
20260202,600779.SH,水井坊,,44.78,,
20260202,600785.SH,新华百货,,23.32,,
20260202,600828.SH,茂业商业,,7.24,,
20260202,600871.SH,石化油服,,3.07,,
20260202,600916.SH,中国黄金,,13.21,,
20260202,600961.SH,株冶集团,,20.64,,
20260202,600986.SH,浙文互联,,14.02,,
20260202,600988.SH,赤峰黄金,,38.88,,
20260202,601069.SH,西部黄金,,40.25,,
20260202,601116.SH,三江购物,,17.58,,
20260202,601168.SH,西部矿业,,32.04,,
20260202,601179.SH,中国西电,,15.6,,
20260202,601212.SH,白银有色,,12.3,,
20260202,601388.SH,怡球资源,,4.15,,
20260202,601600.SH,中国铝业,,12.72,,
20260202,601616.SH,广电电气,,5.39,,
20260202,601869.SH,长飞光纤,,158.99,,
20260202,603103.SH,横店影视,,28.05,,
20260202,603117.SH,万林物流,,5.34,,
20260202,603132.SH,金徽股份,,17.5,,
20260202,603172.SH,万丰股份,,28.3,,
20260202,603429.SH,集友股份,,10.16,,
20260202,603488.SH,展鹏科技,,9.83,,
20260202,603578.SH,三星新材,,15.17,,
20260202,603602.SH,纵横通信,,13.86,,
20260202,603618.SH,杭电股份,,9.94,,
20260202,603619.SH,中曼石油,,31.22,,
20260202,603629.SH,利通电子,,41.14,,
20260202,603697.SH,有友食品,,13.54,,
20260202,603718.SH,海利生物,,5.84,,
20260202,603861.SH,白云电器,,18.28,,
20260202,603900.SH,莱绅通灵,,8.34,,
20260202,603919.SH,金徽酒,,23.98,,
20260202,603986.SH,兆易创新,,283.39,,
20260202,603988.SH,中电电机,,32.52,,
20260202,605086.SH,龙高股份,,39.64,,
20260202,605123.SH,派克新材,,113.92,,
20260202,605151.SH,西上海,,25.19,,
20260202,605196.SH,华通线缆,,41.13,,
20260202,605255.SH,天普股份,,133.91,,
20260202,688066.SH,航天宏图,,28.55,,
20260202,688228.SH,开普云,,195.84,,
20260202,688335.SH,复洁科技,,42.54,,
