trade_date,ts_code,name,limit_type,close,up_limit,down_limit,open_times,fd_amount,first_time,last_time,seal_amount
20260209,000014.SZ,沙河股份,,14.53,,,0,85180381.0,92500,92500,85180381.0
20260209,000016.SZ,深康佳Ａ,,4.05,,,0,97100523.0,104630,104630,97100523.0
20260209,000525.SZ,红太阳,,6.72,,,2,33268072.0,142906,143409,33268072.0
20260209,000534.SZ,万泽股份,,31.68,,,1,,103624,,
20260209,000571.SZ,新大洲A,,6.75,,,0,34612650.0,101818,101818,34612650.0
20260209,000892.SZ,欢瑞世纪,,8.15,,,0,128689315.0,92500,92500,128689315.0
20260209,001217.SZ,华尔泰,,14.07,,,0,104829956.0,143448,143448,104829956.0
20260209,001266.SZ,宏英智能,,37.32,,,1,157783735.0,100215,100906,157783735.0
20260209,001326.SZ,联域股份,,61.93,,,0,42342469.0,104200,104200,42342469.0
20260209,001330.SZ,博纳影业,,11.34,,,3,195118308.0,93000,95633,195118308.0
20260209,002015.SZ,协鑫能科,,13.27,,,1,95696034.0,104333,104524,95696034.0
20260209,002054.SZ,德美化工,,11.06,,,9,30448180.0,101133,111527,30448180.0
20260209,002079.SZ,苏州固锝,,11.81,,,0,82181066.0,130106,130106,82181066.0
20260209,002099.SZ,海翔药业,,8.26,,,3,34799008.0,92500,131339,34799008.0
20260209,002129.SZ,TCL中环,,11.68,,,1,205861261.0,95109,132603,205861261.0
20260209,002218.SZ,拓日新能,,7.96,,,4,42086908.0,94454,145515,42086908.0
20260209,002259.SZ,升达林业,,5.68,,,35,1714792.0,,145624,1714792.0
20260209,002272.SZ,川润股份,,16.93,,,0,131378611.0,104251,104251,131378611.0
20260209,002296.SZ,辉煌科技,,14.15,,,0,131778242.0,94509,94509,131778242.0
20260209,002309.SZ,中利集团,,3.43,,,0,86303259.0,95030,95030,86303259.0
20260209,002323.SZ,雅博股份,,1.96,,,0,79323408.0,94024,94024,79323408.0
20260209,002343.SZ,慈文传媒,,8.0,,,1,,93321,,
20260209,002412.SZ,汉森制药,,8.02,,,4,,95457,,
20260209,002429.SZ,兆驰股份,,10.34,,,0,160483510.0,92500,92500,160483510.0
20260209,002438.SZ,江苏神通,,18.43,,,1,273366587.0,93109,93200,273366587.0
20260209,002440.SZ,闰土股份,,14.53,,,0,59940216.0,93200,93200,59940216.0
20260209,002455.SZ,百川股份,,12.25,,,0,215125386.0,93000,93000,215125386.0
20260209,002471.SZ,中超控股,,10.75,,,0,189338675.0,142824,142824,189338675.0
20260209,002501.SZ,利源股份,,2.16,,,0,67742717.0,102118,102118,67742717.0
20260209,002506.SZ,协鑫集成,,5.04,,,0,698570349.0,93148,93148,698570349.0
20260209,002514.SZ,宝馨科技,,5.55,,,1,,100427,,
20260209,002534.SZ,西子洁能,,19.54,,,0,153353828.0,94730,94730,153353828.0
20260209,002623.SZ,亚玛顿,,30.97,,,0,79654840.0,94930,94930,79654840.0
20260209,002624.SZ,完美世界,,21.53,,,1,103106308.0,93000,93109,103106308.0
20260209,002716.SZ,湖南白银,,14.12,,,2,99505758.0,131839,140109,99505758.0
20260209,002795.SZ,永和智控,,7.23,,,1,,94612,,
20260209,002830.SZ,名雕股份,,33.72,,,0,277721292.0,93142,93142,277721292.0
20260209,002897.SZ,意华股份,,57.9,,,1,,101421,,
20260209,003018.SZ,金富科技,,22.59,,,0,147035644.0,92500,92500,147035644.0
20260209,300166.SZ,东方国信,,12.07,,,4,,130333,,
