ts_code,trade_date,turnover_rate,turnover_rate_f,volume_ratio,total_mv,float_mv
601969.SH,20260323,1.9908,8.9172,,2244907.0834,
000411.SZ,20260323,1.944,3.9292,,581229.7712,
603238.SH,20260323,2.5115,6.2934,,262003.284,
603386.SH,20260323,2.8038,6.5904,,409861.1354,
300456.SZ,20260323,5.9701,6.4537,,3129478.9347,
000657.SZ,20260323,3.799,6.1722,,10882614.6144,
603395.SH,20260323,6.9141,6.9141,,756860.0,
688027.SH,20260323,3.864,5.0684,,6021482.9985,
300917.SZ,20260323,3.1826,7.1519,,532688.0,
301266.SZ,20260323,6.7886,15.4115,,540988.8063,
688399.SH,20260323,2.0034,3.3426,,460371.8766,
603737.SH,20260323,0.5557,1.6848,,3450034.5037,
601158.SH,20260323,0.5549,4.8512,,2121610.2,
603897.SH,20260323,6.6686,16.0089,,615384.7651,
600539.SH,20260323,5.0933,8.4841,,245410.0,
001299.SZ,20260323,3.3522,11.2119,,306937.8366,
002406.SZ,20260323,4.1257,4.5678,,502394.8564,
300121.SZ,20260323,6.6401,9.6113,,514245.2492,
003011.SZ,20260323,4.5233,5.9278,,224449.736,
688334.SH,20260323,3.4529,5.4185,,648354.7464,
000021.SZ,20260323,6.3021,9.5881,,4473002.7542,
688371.SH,20260323,0.7441,1.8447,,598147.2107,
603360.SH,20260323,1.704,3.8541,,1601715.2473,
002928.SZ,20260323,4.853,8.836,,972741.8196,
688515.SH,20260323,4.1207,4.6399,,907040.0,
000875.SZ,20260323,3.5054,4.9752,,2560853.062,
600521.SH,20260323,1.5329,2.539,,2165026.5887,
300215.SZ,20260323,5.6763,9.3914,,606017.1973,
001306.SZ,20260323,4.9452,4.9452,,404757.864,
300884.SZ,20260323,4.2012,5.2062,,328244.6263,
688488.SH,20260323,1.6339,2.9585,,614342.8997,
002663.SZ,20260323,4.147,5.0181,,353286.5249,
600221.SH,20260323,1.4141,2.4437,,6006972.9224,
002572.SZ,20260323,2.8385,3.3759,,1198030.672,
603092.SH,20260323,9.0953,9.0953,,2718000.6795,
300775.SZ,20260323,4.9758,7.0823,,1851808.2221,
