trade_date,ts_code,name,limit_times,advance_stage,晋阶,stage_quality_weight,stage_risk_weight,stage_prior,stage_source,up_stat
20260817,002081.SZ,金螳螂,,,,,,,limit_step,
20260817,002172.SZ,澳洋健康,,,,,,,limit_step,
20260817,002651.SZ,利君股份,,,,,,,limit_step,
20260817,002820.SZ,桂发祥,,,,,,,limit_step,
20260817,002907.SZ,华森制药,,,,,,,limit_step,
20260817,003031.SZ,中瓷电子,,,,,,,limit_step,
20260817,300684.SZ,中石科技,,,,,,,limit_step,
20260817,600353.SH,旭光电子,,,,,,,limit_step,
20260817,600613.SH,神奇制药,,,,,,,limit_step,
20260817,603079.SH,圣达生物,,,,,,,limit_step,
20260817,603089.SH,正裕工业,,,,,,,limit_step,
20260817,603095.SH,越剑智能,,,,,,,limit_step,
20260817,603118.SH,共进股份,,,,,,,limit_step,
20260817,603186.SH,华正新材,,,,,,,limit_step,
20260817,603330.SH,天洋新材,,,,,,,limit_step,
