ts_code,trade_date,pct_chg
000026.SZ,20260817,9.9904
000029.SZ,20260817,10.0
000505.SZ,20260817,9.9822
000520.SZ,20260817,9.8958
000551.SZ,20260817,10.0
000564.SZ,20260817,10.0
000670.SZ,20260817,10.073
000735.SZ,20260817,9.9804
000737.SZ,20260817,10.0074
000779.SZ,20260817,10.0414
000811.SZ,20260817,10.0024
000923.SZ,20260817,9.0215
001207.SZ,20260817,9.9874
001229.SZ,20260817,10.0048
001230.SZ,20260817,8.2897
001318.SZ,20260817,9.9733
001356.SZ,20260817,10.0578
001358.SZ,20260817,10.0078
002028.SZ,20260817,10.0
002081.SZ,20260817,10.0189
002156.SZ,20260817,10.0064
002165.SZ,20260817,10.0309
002172.SZ,20260817,9.9119
002229.SZ,20260817,10.0318
002258.SZ,20260817,10.0147
002283.SZ,20260817,8.9207
002289.SZ,20260817,9.9919
002346.SZ,20260817,8.9566
002353.SZ,20260817,10.0007
002436.SZ,20260817,9.9943
002437.SZ,20260817,9.9338
002448.SZ,20260817,10.0081
002469.SZ,20260817,9.9303
002476.SZ,20260817,10.0877
002478.SZ,20260817,9.9359
002536.SZ,20260817,8.2394
002578.SZ,20260817,9.9707
002581.SZ,20260817,10.0228
002651.SZ,20260817,10.0119
002668.SZ,20260817,9.9593
002682.SZ,20260817,9.9138
002683.SZ,20260817,8.3744
002742.SZ,20260817,10.0703
002787.SZ,20260817,10.0233
002820.SZ,20260817,9.9606
002838.SZ,20260817,9.9919
002863.SZ,20260817,9.9119
002907.SZ,20260817,10.0262
003031.SZ,20260817,10.0015
003033.SZ,20260817,8.9626
300012.SZ,20260817,8.8698
300154.SZ,20260817,8.4986
300163.SZ,20260817,8.9482
300189.SZ,20260817,11.1349
300214.SZ,20260817,9.2965
300223.SZ,20260817,8.1952
300313.SZ,20260817,20.0224
300314.SZ,20260817,20.0326
300345.SZ,20260817,19.9461
300411.SZ,20260817,9.1521
300481.SZ,20260817,8.3156
300506.SZ,20260817,10.3718
300508.SZ,20260817,10.9957
300535.SZ,20260817,10.0917
300548.SZ,20260817,12.4981
300553.SZ,20260817,8.7927
300566.SZ,20260817,13.7184
300570.SZ,20260817,20.0
300602.SZ,20260817,8.2687
300670.SZ,20260817,8.0257
300672.SZ,20260817,12.5725
300679.SZ,20260817,20.0047
300684.SZ,20260817,19.997
300765.SZ,20260817,9.0017
300767.SZ,20260817,11.6057
300790.SZ,20260817,8.0818
300797.SZ,20260817,12.6176
300828.SZ,20260817,9.5096
300852.SZ,20260817,8.1498
300862.SZ,20260817,15.8173
300936.SZ,20260817,9.3533
300943.SZ,20260817,15.8005
300948.SZ,20260817,10.1407
301018.SZ,20260817,8.1857
301095.SZ,20260817,8.3044
301127.SZ,20260817,19.9735
301132.SZ,20260817,8.0236
301189.SZ,20260817,10.7028
301196.SZ,20260817,8.34
301235.SZ,20260817,11.6812
301273.SZ,20260817,8.5112
301276.SZ,20260817,8.3573
301282.SZ,20260817,19.9932
301285.SZ,20260817,8.0693
301292.SZ,20260817,8.2308
301310.SZ,20260817,9.1455
301413.SZ,20260817,9.4027
301419.SZ,20260817,10.4466
301501.SZ,20260817,9.5886
301516.SZ,20260817,20.0
301591.SZ,20260817,8.7856
301626.SZ,20260817,20.0
301628.SZ,20260817,8.4708
600127.SH,20260817,10.0511
600165.SH,20260817,9.8765
600172.SH,20260817,10.0
600186.SH,20260817,9.2346
600206.SH,20260817,10.0039
600222.SH,20260817,9.9509
600272.SH,20260817,8.125
600281.SH,20260817,9.9773
600313.SH,20260817,10.0
600330.SH,20260817,10.008
600353.SH,20260817,9.9903
600459.SH,20260817,10.0096
600491.SH,20260817,10.0671
600545.SH,20260817,9.9548
600584.SH,20260817,9.0713
600613.SH,20260817,9.9844
600824.SH,20260817,9.887
600860.SH,20260817,10.035
600965.SH,20260817,10.0386
601366.SH,20260817,10.0
601700.SH,20260817,10.061
601886.SH,20260817,8.5106
603002.SH,20260817,10.0063
603010.SH,20260817,10.0355
603011.SH,20260817,10.0206
603067.SH,20260817,10.0
603079.SH,20260817,9.9925
603082.SH,20260817,10.0125
603089.SH,20260817,10.0513
603095.SH,20260817,9.9732
603102.SH,20260817,10.0101
603110.SH,20260817,9.9921
603118.SH,20260817,10.0228
603186.SH,20260817,10.003
603285.SH,20260817,10.0
603286.SH,20260817,10.0119
603330.SH,20260817,10.0187
603389.SH,20260817,10.0114
603395.SH,20260817,10.0092
603458.SH,20260817,9.9894
603530.SH,20260817,9.9979
603580.SH,20260817,9.9981
603657.SH,20260817,10.0188
603703.SH,20260817,10.0513
603721.SH,20260817,10.0166
603773.SH,20260817,10.0011
603790.SH,20260817,9.9922
603823.SH,20260817,10.0014
603880.SH,20260817,9.9502
603916.SH,20260817,10.0452
603929.SH,20260817,10.0
603936.SH,20260817,10.0
603958.SH,20260817,10.0328
605060.SH,20260817,10.0023
605111.SH,20260817,8.0872
605162.SH,20260817,10.0462
605179.SH,20260817,9.9969
605180.SH,20260817,10.0079
688001.SH,20260817,11.2919
688003.SH,20260817,20.0
688011.SH,20260817,9.5091
688035.SH,20260817,14.401
688061.SH,20260817,11.271
688070.SH,20260817,9.6332
688097.SH,20260817,10.7999
688112.SH,20260817,10.7959
688125.SH,20260817,8.2269
688143.SH,20260817,10.0
