ts_code,trade_time,open,high,low,close,vol,amount
603236.SH,2026-08-13 15:00:00,59.43,59.43,59.43,59.43,84980.0,5050361.0
603236.SH,2026-08-13 14:59:00,59.43,59.43,59.43,59.43,0.0,0.0
603236.SH,2026-08-13 14:58:00,59.43,59.43,59.43,59.43,0.0,0.0
603236.SH,2026-08-13 14:57:00,59.43,59.43,59.43,59.43,119060.0,7075736.0
603236.SH,2026-08-13 14:56:00,59.43,59.43,59.43,59.43,209880.0,12473168.0
603236.SH,2026-08-13 14:55:00,59.43,59.43,59.43,59.43,17280.0,1026951.0
603236.SH,2026-08-13 14:54:00,59.43,59.43,59.43,59.43,34000.0,2020620.0
603236.SH,2026-08-13 14:53:00,59.43,59.43,59.43,59.43,25600.0,1521408.0
603236.SH,2026-08-13 14:52:00,59.43,59.43,59.43,59.43,26560.0,1578460.0
603236.SH,2026-08-13 14:51:00,59.43,59.43,59.43,59.43,34860.0,2071730.0
603236.SH,2026-08-13 14:50:00,59.43,59.43,59.43,59.43,12400.0,736932.0
603236.SH,2026-08-13 14:49:00,59.43,59.43,59.43,59.43,25160.0,1495259.0
603236.SH,2026-08-13 14:48:00,59.43,59.43,59.43,59.43,12160.0,722669.0
603236.SH,2026-08-13 14:47:00,59.43,59.43,59.43,59.43,129940.0,7722334.0
603236.SH,2026-08-13 14:46:00,59.43,59.43,59.43,59.43,42100.0,2502003.0
603236.SH,2026-08-13 14:45:00,59.43,59.43,59.43,59.43,97200.0,5776596.0
603236.SH,2026-08-13 14:44:00,59.43,59.43,59.43,59.43,11080.0,658484.0
603236.SH,2026-08-13 14:43:00,59.43,59.43,59.43,59.43,25420.0,1510711.0
603236.SH,2026-08-13 14:42:00,59.43,59.43,59.43,59.43,13120.0,779722.0
603236.SH,2026-08-13 14:41:00,59.43,59.43,59.43,59.43,10400.0,618072.0
603236.SH,2026-08-13 14:40:00,59.43,59.43,59.43,59.43,12300.0,730989.0
603236.SH,2026-08-13 14:39:00,59.43,59.43,59.43,59.43,16800.0,998424.0
603236.SH,2026-08-13 14:38:00,59.43,59.43,59.43,59.43,53980.0,3208031.0
603236.SH,2026-08-13 14:37:00,59.43,59.43,59.43,59.43,10340.0,614506.0
