trade_date,update_time,ts_code,name,price,open,high,low,close,pre_close,pct_chg,amount,volume,turnover_rate,volume_ratio,sector_name,sector_rank,sector_limitup_count,sector_gt6_count,sector_amount_ratio,pre_day_limitup,today_limitup,today_limit_up_price,prev_limit_up_price,ret_5d,ret_20d
20260703,2026-07-06 15:49:56,000338.SZ,潍柴动力,28.14,26.47,28.73,26.21,28.14,26.40000225159934,6.5909,3535485465.11,1269615.23,2.5632,1.05,汽车配件,99.0,0.0,65,13.969345747411237,0,0,29.04,,6.5909,6.5909
20260703,2026-07-06 15:49:56,000559.SZ,万向钱潮,14.22,13.28,14.45,13.24,14.22,13.169995748925421,7.9727,2034491174.72,1449381.37,4.3731,2.51,汽车配件,99.0,0.0,65,13.969345747411237,0,0,14.49,,7.9727,7.9727
20260703,2026-07-06 15:49:56,000678.SZ,襄阳轴承,9.59,9.09,9.83,9.05,9.59,8.97999773393175,6.7929,322224094.71999997,338333.11,7.3613,2.23,汽车配件,99.0,0.0,65,13.969345747411237,0,0,9.88,,6.7929,6.7929
20260703,2026-07-06 15:49:56,000850.SZ,华茂股份,4.04,3.81,4.1,3.8,4.04,3.7999996237624134,6.3158,102302191.07000001,256227.04,2.7161,2.01,纺织,99.0,0.0,7,0.9766000627773416,0,0,4.18,,6.3158,6.3158
20260703,2026-07-06 15:49:56,000887.SZ,中鼎股份,19.05,17.92,19.58,17.82,19.05,17.799995328085217,7.0225,1537627159.54,810129.24,6.1636,2.08,汽车配件,99.0,0.0,65,13.969345747411237,0,0,19.58,,7.0225,7.0225
20260703,2026-07-06 15:49:56,000893.SZ,亚钾国际,44.92,42.16,45.57,42.16,44.92,41.80000576936857,7.4641,1147999105.38,258088.98,3.1792,1.69,农药化肥,99.0,0.0,3,2.9565237590953775,0,0,45.98,,7.4641,7.4641
20260703,2026-07-06 15:49:56,001309.SZ,德明利,881.91,804.75,892.1,795.0,881.91,811.0001977129667,8.7435,16987834496.599998,198002.65,11.9952,1.17,半导体,99.0,0.0,8,83.33057800359026,0,0,892.1,,8.7435,8.7435
20260703,2026-07-06 15:49:56,001380.SZ,华纬科技,17.26,15.97,17.52,15.96,17.26,15.95999459986278,8.1454,73065833.92,43161.14,1.8545,2.58,汽车配件,99.0,0.0,65,13.969345747411237,0,0,17.56,,8.1454,8.1454
20260703,2026-07-06 15:49:56,002028.SZ,思源电气,167.65,155.4,169.97,154.38,167.65,155.44003018865126,7.8551,2734017363.28,166521.86,2.7263,1.26,电气设备,99.0,0.0,33,27.418844383097706,0,0,170.98,,7.8551,7.8551
20260703,2026-07-06 15:49:56,002031.SZ,巨轮智能,6.22,5.9,6.3,5.8,6.22,5.799998881029155,7.2414,1550966376.37,2551595.41,13.3339,2.07,汽车配件,99.0,0.0,65,13.969345747411237,0,0,6.38,,7.2414,7.2414
20260703,2026-07-06 15:49:56,002048.SZ,宁波华翔,26.22,24.55,26.51,24.42,26.22,24.099995680016033,8.7967,1373250365.6399999,530722.92,7.4771,1.68,汽车配件,99.0,0.0,65,13.969345747411237,0,0,26.51,,8.7967,8.7967
20260703,2026-07-06 15:49:56,002050.SZ,三花智控,48.99,44.0,49.41,43.99,48.99,44.91998026785109,9.0606,15371202123.5,3215300.78,8.7273,2.52,家用电器,99.0,0.0,9,5.849685239340513,0,0,49.41,,9.0606,9.0606
