ts_code,trade_date,pct_chg
000017.SZ,20260824,9.9859
000065.SZ,20260824,10.0331
000603.SZ,20260824,8.8774
000620.SZ,20260824,10.1587
000723.SZ,20260824,9.887
000925.SZ,20260824,10.0613
000931.SZ,20260824,10.0196
001230.SZ,20260824,9.2904
001268.SZ,20260824,10.0098
001337.SZ,20260824,9.967
002015.SZ,20260824,10.0353
002017.SZ,20260824,9.9794
002041.SZ,20260824,10.0432
002052.SZ,20260824,10.0606
002084.SZ,20260824,10.0279
002132.SZ,20260824,9.0147
002172.SZ,20260824,9.901
002277.SZ,20260824,10.0855
002412.SZ,20260824,10.0098
002445.SZ,20260824,10.1307
002580.SZ,20260824,9.9791
002620.SZ,20260824,10.0193
002651.SZ,20260824,9.9617
002716.SZ,20260824,9.9808
002731.SZ,20260824,10.3448
002882.SZ,20260824,10.0
002906.SZ,20260824,10.0156
002973.SZ,20260824,8.0149
002975.SZ,20260824,8.2844
003035.SZ,20260824,9.9808
003040.SZ,20260824,10.0078
300139.SZ,20260824,8.6624
300192.SZ,20260824,8.9599
300313.SZ,20260824,20.0
300473.SZ,20260824,11.8211
300530.SZ,20260824,9.3975
300546.SZ,20260824,8.2492
300711.SZ,20260824,9.0392
300839.SZ,20260824,13.2318
300927.SZ,20260824,8.1081
301007.SZ,20260824,8.0265
301081.SZ,20260824,11.6592
301138.SZ,20260824,8.4923
301152.SZ,20260824,20.0206
301216.SZ,20260824,15.8692
301234.SZ,20260824,14.4641
301449.SZ,20260824,8.1707
301489.SZ,20260824,8.304
301520.SZ,20260824,8.3626
301598.SZ,20260824,17.0783
600272.SH,20260824,10.0
600367.SH,20260824,10.0058
600403.SH,20260824,9.9398
600508.SH,20260824,10.0223
600594.SH,20260824,9.9462
600604.SH,20260824,10.0223
600610.SH,20260824,10.0381
600613.SH,20260824,10.0
600785.SH,20260824,9.9589
601083.SH,20260824,9.9832
601212.SH,20260824,10.0164
601579.SH,20260824,8.3065
601700.SH,20260824,9.9857
601918.SH,20260824,8.1188
603032.SH,20260824,10.0109
603065.SH,20260824,8.5401
603089.SH,20260824,10.0313
603105.SH,20260824,9.9432
603200.SH,20260824,10.0084
603330.SH,20260824,10.0301
603565.SH,20260824,10.0081
603958.SH,20260824,10.0243
605198.SH,20260824,10.0
605286.SH,20260824,9.992
688069.SH,20260824,9.7231
688136.SH,20260824,14.8418
688356.SH,20260824,15.5208
688419.SH,20260824,16.281
688432.SH,20260824,9.2534
688828.SH,20260824,8.271
920045.BJ,20260824,12.207
920083.BJ,20260824,8.4308
920206.BJ,20260824,11.2911
920779.BJ,20260824,15.9836
